item_id,order_id,product_id,quantity,unit_price,discount_percent
I0001271,O001183,P00363,5,1779.09,20
I0001272,O001073,P00415,3,3296.51,0
I0001273,O000259,P00516,4,2341.44,0
I0001274,O000753,P00076,5,8244.86,0
I0001275,O000770,P00423,4,1327.79,0
I0001276,O000407,P00323,4,3714.79,0
I0001277,O000922,P00446,2,6156.73,25
I0001278,O000812,P00144,3,5008.49,0
I0001279,O000518,P00233,4,4821.1,10
I0001280,O000420,P00477,3,807.05,10
I0001281,O000299,P00053,2,8366.8,0
I0001282,O000109,P00303,3,3509.11,10
I0001283,O001226,P00444,1,3442.0,25
I0001284,O000978,P00525,5,953.91,25
I0001285,O000722,P00491,1,3093.09,5
I0001286,O000023,P00519,2,3277.5,0
I0001287,O000051,P00277,1,4135.94,20
I0001288,O000050,P00534,3,5299.22,5
I0001289,O001274,P00472,3,3638.09,5
I0001290,O001200,P00053,5,6132.19,10
I0001291,O001053,P00500,4,2977.06,25
I0001292,O000315,P00519,1,3212.7,10
I0001293,O001301,P00339,4,5577.33,0
I0001294,O001264,P00202,1,4742.13,10
I0001295,O000091,P00226,1,4515.56,0
I0001296,O001166,P00200,4,3950.69,25
I0001297,O001121,P00156,4,3063.29,0
I0001298,O000335,P00001,1,1643.42,5
I0001299,O000449,P00495,1,2122.12,0
I0001300,O000164,P00506,1,3908.11,25
I0001301,O000763,P00351,5,7877.7,5
I0001302,O001079,P00339,3,5303.0,20
I0001303,O001217,P00533,3,6747.44,0
I0001304,O000889,P00232,1,4735.97,5
I0001305,O001022,P00522,3,8163.4,10
I0001306,O000616,P00053,5,8091.38,5
I0001307,O001137,P00110,2,3387.87,25
I0001308,O000951,P00225,2,333.14,0
I0001309,O000846,P00518,3,4792.41,10
I0001310,O000167,P00340,3,4702.01,15
I0001311,O000643,P00493,1,6042.0,0
I0001312,O000886,P00447,4,382.55,10
I0001313,O000759,P00032,3,4455.7,0
I0001314,O000812,P00499,4,3936.29,10
I0001315,O000587,P00441,2,5729.82,25
I0001316,O000327,P00169,3,3636.16,15
I0001317,O000207,P00386,1,6088.4,25
I0001318,O001107,P00009,2,3418.82,0
I0001319,O000005,P00156,1,2947.61,0
I0001320,O000752,P00137,3,4501.81,25
I0001321,O000180,P00366,5,4819.05,5
I0001322,O000080,P00339,1,7371.26,0
I0001323,O000001,P00041,5,1829.0,0
I0001324,O001005,P00175,4,948.05,15
I0001325,O001078,P00299,5,5401.96,15
I0001326,O000134,P00292,2,2161.35,25
I0001327,O001318,P00267,2,5952.85,15
I0001328,O001243,P00099,4,1763.78,5
I0001329,O000694,P00033,4,1301.83,20
I0001330,O000735,P00485,4,331.64,5
I0001331,O000857,P00301,4,2203.6,0
I0001332,O000432,P00317,3,1883.79,0
I0001333,O000163,P00159,1,3574.87,0
I0001334,O000920,P00152,1,664.52,20
I0001335,O000682,P00076,3,7797.45,15
I0001336,O000892,P00245,4,2908.22,20
I0001337,O000970,P00310,2,2693.78,5
I0001338,O000393,P00161,4,1073.71,0
I0001339,O000798,P00033,3,1068.11,10
I0001340,O000663,P00475,4,6297.42,25
I0001341,O001349,P00335,4,1569.47,25
I0001342,O000337,P00189,1,7391.47,10
I0001343,O000686,P00096,4,781.74,0
I0001344,O001237,P00246,5,2682.69,5
I0001345,O000856,P00208,2,1654.8,0
I0001346,O001260,P00370,3,7027.18,0
I0001347,O001027,P00108,4,470.4,0
I0001348,O000561,P00341,5,650.66,15
I0001349,O000081,P00202,4,4883.49,20
I0001350,O000935,P00298,5,5643.27,5
I0001351,O001207,P00019,4,1212.86,25
I0001352,O000855,P00065,4,8046.41,15
I0001353,O001211,P00237,3,135.89,5
I0001354,O000470,P00308,1,5600.41,15
I0001355,O000544,P00261,4,3761.04,0
I0001356,O000921,P00042,2,6202.89,0
I0001357,O000156,P00441,1,7158.05,5
I0001358,O000854,P00549,5,2349.02,25
I0001359,O001359,P00314,5,5245.96,15
I0001360,O001355,P00219,5,3553.25,25
I0001361,O000797,P00119,2,7143.78,5
I0001362,O001344,P00182,5,5408.87,20
I0001363,O000674,P00440,1,6056.92,10
I0001364,O000266,P00022,1,6825.12,20
I0001365,O001347,P00265,2,4529.3,5
I0001366,O000874,P00426,2,5740.62,0
I0001367,O000592,P00371,1,1010.67,15
I0001368,O000319,P00071,1,2641.67,25
I0001369,O000136,P00004,2,6981.1,25
I0001370,O000233,P00277,2,4556.86,5
I0001371,O001095,P00125,5,5045.49,0
I0001372,O000570,P00493,5,5751.62,5
I0001373,O000362,P00095,3,5797.32,0
I0001374,O001271,P00257,1,5875.21,25
I0001375,O000333,P00089,1,5884.77,0
I0001376,O000398,P00535,5,554.76,25
I0001377,O000697,P00360,1,5191.17,25
I0001378,O001050,P00443,1,8189.23,10
I0001379,O000390,P00218,2,2820.98,10
I0001380,O001346,P00069,2,2399.28,25
I0001381,O000938,P00507,5,2539.08,20
I0001382,O000086,P00378,2,5800.64,0
I0001383,O000728,P00004,5,5067.8,20
I0001384,O000852,P00382,3,5331.36,0
I0001385,O000175,P00323,4,2882.45,0
I0001386,O000239,P00534,5,5612.04,10
I0001387,O001130,P00507,5,2899.24,5
I0001388,O000067,P00123,5,1469.85,20
I0001389,O000640,P00325,2,1637.04,10
I0001390,O000219,P00301,1,1613.2,5
I0001391,O000778,P00141,3,7209.85,5
I0001392,O000153,P00349,4,4008.02,5
I0001393,O000632,P00077,4,3857.0,10
I0001394,O000584,P00024,1,6884.97,20
I0001395,O001076,P00096,2,947.23,25
I0001396,O000233,P00103,3,6225.07,5
I0001397,O000254,P00342,3,680.34,0
I0001398,O000101,P00081,2,3630.33,25
I0001399,O001183,P00082,5,8146.48,15
I0001400,O001348,P00305,5,2654.84,10
I0001401,O000861,P00042,3,5798.38,5
I0001402,O000281,P00276,1,4832.88,15
I0001403,O000977,P00005,1,5997.88,25
I0001404,O001110,P00370,4,6239.09,0
I0001405,O000685,P00254,1,3921.84,20
I0001406,O000964,P00107,1,2576.47,20
I0001407,O001398,P00130,2,1840.33,10
I0001408,O000560,P00006,5,5246.59,20
I0001409,O001122,P00193,4,1776.71,10
I0001410,O001366,P00217,5,933.01,25
I0001411,O000706,P00541,3,2005.49,15
I0001412,O000590,P00422,5,3472.18,15
I0001413,O000523,P00128,4,4042.26,10
I0001414,O000831,P00002,1,3130.41,20
I0001415,O001181,P00260,2,2133.33,20
I0001416,O000272,P00123,2,1430.24,0
I0001417,O000148,P00256,1,3984.91,0
I0001418,O000231,P00224,3,463.18,20
I0001419,O000029,P00216,1,3079.35,5
I0001420,O000296,P00212,4,2582.03,20
I0001421,O000666,P00127,3,7090.47,10
I0001422,O000909,P00532,3,7343.9,25
I0001423,O000798,P00150,2,3982.1,25
I0001424,O001002,P00249,4,879.4,10
I0001425,O000007,P00051,3,2294.63,0
I0001426,O000940,P00063,1,855.96,0
I0001427,O000589,P00424,1,6304.65,5
I0001428,O000029,P00182,4,6079.93,25
I0001429,O001202,P00543,1,5855.09,5
I0001430,O000412,P00230,4,3512.82,5
I0001431,O000553,P00489,4,885.15,0
I0001432,O000036,P00449,2,3524.49,20
I0001433,O000449,P00498,4,2310.22,15
I0001434,O000225,P00522,2,6227.19,5
I0001435,O000203,P00535,3,508.46,20
I0001436,O000827,P00529,3,431.96,15
I0001437,O000580,P00110,2,3431.25,0
I0001438,O001286,P00543,2,5956.74,15
I0001439,O000041,P00004,2,5847.28,20
I0001440,O000699,P00430,5,4731.19,0
I0001441,O000628,P00192,1,5217.58,10
I0001442,O001201,P00258,3,3708.53,10
I0001443,O000779,P00366,1,5837.98,0
I0001444,O000094,P00251,3,2713.43,5
I0001445,O001091,P00483,2,4123.21,0
I0001446,O000034,P00442,5,954.47,0
I0001447,O000842,P00141,2,6890.78,0
I0001448,O001096,P00479,4,1217.95,0
I0001449,O000904,P00106,5,880.8,0
I0001450,O000760,P00220,2,3326.3,5
I0001451,O000838,P00012,5,3950.61,5
I0001452,O000192,P00461,2,865.38,0
I0001453,O000513,P00122,1,7787.27,15
I0001454,O000975,P00247,1,5029.64,15
I0001455,O001003,P00172,1,3294.38,0
I0001456,O000205,P00422,3,3195.78,15
I0001457,O000569,P00235,5,5310.05,20
I0001458,O000927,P00358,3,1992.54,0
I0001459,O001285,P00028,1,4875.78,20
I0001460,O000353,P00282,2,3882.4,0
I0001461,O000402,P00047,2,1706.14,0
I0001462,O000944,P00136,3,3084.21,10
I0001463,O000276,P00232,5,3874.16,20
I0001464,O001285,P00210,3,4856.26,25
I0001465,O000316,P00307,4,3325.54,25
I0001466,O000775,P00163,4,471.31,5
I0001467,O000359,P00036,5,2512.02,10
I0001468,O000323,P00112,1,3800.74,0
I0001469,O000891,P00426,1,5806.16,25
I0001470,O001066,P00171,3,2791.62,20
I0001471,O001200,P00544,5,5862.52,10
I0001472,O001092,P00162,5,2235.73,0
I0001473,O000353,P00460,4,1174.41,25
I0001474,O000647,P00456,3,5785.96,0
I0001475,O000832,P00021,2,2271.22,25
I0001476,O000187,P00549,4,3349.03,0
I0001477,O000471,P00130,1,2007.02,15
I0001478,O000982,P00116,5,6647.71,20
I0001479,O001061,P00139,1,4355.89,0
I0001480,O000104,P00130,2,1839.4,15
I0001481,O001104,P00076,2,7404.49,5
I0001482,O000192,P00538,5,5849.56,5
I0001483,O000091,P00140,2,5650.36,25
I0001484,O000452,P00211,2,1890.46,0
I0001485,O001280,P00531,2,3563.45,10
I0001486,O000944,P00083,3,4988.03,5
I0001487,O000068,P00346,1,5370.37,25
I0001488,O000063,P00028,1,3950.43,0
I0001489,O000390,P00084,1,1125.97,25
I0001490,O001104,P00101,4,744.65,0
I0001491,O000724,P00027,2,6587.05,20
I0001492,O001323,P00118,5,4558.52,5
I0001493,O000175,P00268,2,3794.83,0
I0001494,O001006,P00489,3,1033.36,25
I0001495,O000360,P00079,2,4206.91,5
I0001496,O000087,P00514,5,6939.65,10
I0001497,O000891,P00042,5,6835.47,0
I0001498,O001356,P00051,1,2132.42,0
I0001499,O001304,P00387,3,3819.96,5
I0001500,O001086,P00529,3,459.68,10
I0001501,O000846,P00126,2,2207.88,5
I0001502,O000659,P00524,2,6741.88,0
I0001503,O000349,P00375,3,270.9,10
I0001504,O000081,P00043,5,842.5,0
I0001505,O000493,P00417,2,4049.24,25
I0001506,O000728,P00472,5,4357.38,0
I0001507,O000258,P00539,2,2375.93,5
I0001508,O000803,P00049,1,1551.36,15
I0001509,O001084,P00128,5,4179.89,5
I0001510,O001122,P00265,2,5825.71,10
I0001511,O000398,P00255,5,2807.83,25
I0001512,O001327,P00193,5,1638.77,5
I0001513,O001379,P00249,2,615.92,20
I0001514,O001389,P00410,5,1838.65,0
I0001515,O001322,P00535,5,597.47,20
I0001516,O000610,P00315,4,2637.92,0
I0001517,O000755,P00430,2,6435.04,25
I0001518,O000439,P00542,4,6162.34,25
I0001519,O000947,P00258,1,4844.92,25
I0001520,O001294,P00400,3,5404.33,5
I0001521,O000087,P00383,3,4081.42,25
I0001522,O000697,P00235,3,6752.67,0
I0001523,O000048,P00301,2,2095.02,10
I0001524,O000843,P00387,3,4555.09,25
I0001525,O001180,P00298,5,8170.13,15
I0001526,O000463,P00518,1,4771.89,5
I0001527,O001026,P00248,5,6951.62,25
I0001528,O000275,P00283,3,6394.04,25
I0001529,O000077,P00064,3,5257.89,20
I0001530,O000490,P00059,3,2583.21,0
I0001531,O000398,P00214,3,3016.18,5
I0001532,O000809,P00323,1,3685.26,25
I0001533,O000185,P00145,1,2330.82,15
I0001534,O000956,P00466,5,2259.47,25
I0001535,O000099,P00127,5,6207.41,0
I0001536,O000188,P00247,5,4920.92,0
I0001537,O000276,P00505,2,5666.69,5
I0001538,O000833,P00232,1,5444.28,20
I0001539,O001254,P00079,1,4113.07,10
I0001540,O000196,P00336,4,1082.48,15
I0001541,O001075,P00417,5,4858.42,0
I0001542,O000055,P00190,2,7390.01,0
I0001543,O000850,P00110,3,3217.82,0
I0001544,O000501,P00537,1,6274.52,5
I0001545,O000541,P00484,4,7522.53,25
I0001546,O000007,P00123,4,1520.56,20
I0001547,O000754,P00219,4,3633.14,5
I0001548,O000157,P00138,1,3057.32,0
I0001549,O001310,P00127,5,6601.34,5
I0001550,O000599,P00112,5,3824.9,10
I0001551,O000703,P00543,4,6770.27,15
I0001552,O000399,P00143,4,2539.08,20
I0001553,O001243,P00162,2,2186.52,0
I0001554,O000925,P00076,2,6600.13,5
I0001555,O000189,P00429,1,1444.15,0
I0001556,O001065,P00302,2,6324.23,20
I0001557,O001292,P00044,3,404.53,25
I0001558,O001009,P00346,2,5700.71,10
I0001559,O001064,P00446,1,5788.19,0
I0001560,O000037,P00132,4,8424.91,0
I0001561,O000417,P00057,5,6492.34,10
I0001562,O000792,P00091,1,3611.07,10
I0001563,O000436,P00075,3,1695.98,0
I0001564,O000698,P00224,3,423.82,25
I0001565,O001127,P00441,5,5576.99,15
I0001566,O001283,P00112,4,4893.04,10
I0001567,O000432,P00147,5,4060.7,25
I0001568,O000083,P00271,3,1505.92,5
I0001569,O000917,P00006,5,5661.05,5
I0001570,O000977,P00306,2,5492.26,15
I0001571,O000835,P00542,2,5992.55,0
I0001572,O000255,P00384,5,605.3,20
I0001573,O000037,P00380,4,6025.66,0
I0001574,O001157,P00520,3,1465.52,0
I0001575,O001176,P00297,3,978.0,0
I0001576,O001194,P00464,3,4576.08,10
I0001577,O001173,P00431,5,2145.66,25
I0001578,O001315,P00304,5,4987.54,15
I0001579,O001070,P00468,1,5710.16,15
I0001580,O000787,P00375,5,256.47,15
I0001581,O000677,P00255,2,3028.92,5
I0001582,O000635,P00022,5,5983.13,25
I0001583,O000390,P00200,2,3797.05,25
I0001584,O000290,P00229,3,1445.66,10
I0001585,O001147,P00414,5,2279.43,0
I0001586,O000048,P00418,5,2125.22,10
I0001587,O001312,P00159,4,3677.27,25
I0001588,O001315,P00428,1,3409.78,20
I0001589,O001151,P00222,3,6413.83,20
I0001590,O001243,P00234,5,2699.47,20
I0001591,O001066,P00371,2,935.85,15
I0001592,O000007,P00018,3,4755.47,10
I0001593,O001160,P00121,2,4648.25,5
I0001594,O000302,P00031,5,5697.22,25
I0001595,O001386,P00368,5,1630.72,20
I0001596,O001128,P00273,1,4092.54,10
I0001597,O001291,P00353,4,629.94,25
I0001598,O001151,P00222,1,5408.93,10
I0001599,O000390,P00101,2,789.57,5
I0001600,O000516,P00345,1,3348.83,25
I0001601,O001109,P00274,4,3590.45,15
I0001602,O000557,P00319,5,1138.42,0
I0001603,O000980,P00031,2,6516.69,0
I0001604,O000890,P00007,5,3380.58,10
I0001605,O000240,P00065,1,7784.5,25
I0001606,O000414,P00397,5,3140.41,20
I0001607,O000686,P00198,5,4666.89,25
I0001608,O000136,P00027,1,6764.62,0
I0001609,O000601,P00286,1,1755.59,0
I0001610,O000929,P00330,1,4838.76,0
I0001611,O001193,P00535,2,660.12,20
I0001612,O000104,P00422,2,4176.93,0
I0001613,O000035,P00287,3,6029.82,10
I0001614,O000577,P00454,5,554.31,0
I0001615,O000826,P00460,2,1242.79,10
I0001616,O000281,P00134,5,317.58,15
I0001617,O001281,P00095,4,6861.01,10
I0001618,O001158,P00049,2,1858.81,15
I0001619,O000047,P00069,3,1960.51,15
I0001620,O000138,P00547,3,7043.17,0
I0001621,O000476,P00208,4,1695.99,0
I0001622,O000351,P00322,3,211.58,10
I0001623,O001116,P00112,4,5030.06,10
I0001624,O000337,P00011,2,383.24,0
I0001625,O000778,P00168,1,3804.66,25
I0001626,O001052,P00433,2,8919.16,5
I0001627,O001016,P00136,4,3809.65,5
I0001628,O000390,P00386,1,6486.56,0
I0001629,O000542,P00304,3,4964.36,20
I0001630,O000662,P00173,5,2759.47,25
I0001631,O001046,P00406,3,3882.67,25
I0001632,O000565,P00097,4,3646.45,0
I0001633,O000420,P00243,4,4306.88,25
I0001634,O000964,P00105,4,5012.18,0
I0001635,O001367,P00475,4,6461.38,0
I0001636,O000331,P00077,1,3716.77,10
I0001637,O000210,P00550,2,1114.2,5
I0001638,O000352,P00532,4,7094.06,5
I0001639,O000897,P00504,5,5348.73,10
I0001640,O000498,P00238,5,1885.57,25
I0001641,O001114,P00528,2,4010.95,5
I0001642,O000694,P00419,1,2845.84,25
I0001643,O001010,P00461,1,1029.81,15
I0001644,O001395,P00439,4,8357.83,0
I0001645,O000126,P00465,4,3320.61,10
I0001646,O001062,P00242,4,2286.37,0
I0001647,O000005,P00016,3,1830.69,0
I0001648,O000370,P00087,2,3100.44,5
I0001649,O000177,P00336,2,1315.73,20
I0001650,O000687,P00375,1,246.97,10
I0001651,O000830,P00108,3,548.97,20
I0001652,O001334,P00075,5,2237.21,0
I0001653,O000285,P00075,5,1879.67,10
I0001654,O000081,P00468,5,6361.83,15
I0001655,O000881,P00275,2,4561.24,15
I0001656,O000034,P00296,5,8732.75,0
I0001657,O000070,P00039,3,4997.04,20
I0001658,O000888,P00236,5,5343.66,15
I0001659,O000598,P00257,5,5548.37,5
I0001660,O001049,P00346,5,4958.8,0
I0001661,O000711,P00087,3,3418.25,15
I0001662,O000074,P00520,4,1530.5,10
I0001663,O000367,P00094,3,220.41,15
I0001664,O000800,P00412,4,1789.45,15
I0001665,O001261,P00192,1,4701.98,10
I0001666,O000131,P00080,5,8080.54,20
I0001667,O001251,P00473,4,2066.3,10
I0001668,O001177,P00154,5,6890.83,15
I0001669,O000266,P00510,2,2295.36,15
I0001670,O000079,P00201,4,1034.9,15
I0001671,O000002,P00326,5,6361.32,0
I0001672,O000107,P00244,3,4879.56,0
I0001673,O000781,P00370,4,8077.44,5
I0001674,O000079,P00468,5,5051.19,0
I0001675,O001110,P00172,3,2544.58,20
I0001676,O000550,P00351,3,6221.27,15
I0001677,O001216,P00403,4,2482.53,0
I0001678,O000603,P00362,5,5575.64,0
I0001679,O001180,P00137,5,4784.15,25
I0001680,O000399,P00401,2,5631.2,15
I0001681,O000830,P00106,3,701.3,0
I0001682,O001092,P00336,2,1214.31,20
I0001683,O000704,P00495,2,2054.0,15
I0001684,O001207,P00176,4,4062.69,20
I0001685,O001085,P00228,3,4097.63,20
I0001686,O000458,P00379,1,4415.14,15
I0001687,O000802,P00109,5,5029.4,0
I0001688,O000539,P00502,5,3800.52,25
I0001689,O001250,P00333,1,3051.59,10
I0001690,O000460,P00295,3,5740.69,5
I0001691,O001182,P00123,5,1094.42,25
I0001692,O001227,P00116,4,6896.56,0
I0001693,O000684,P00204,5,461.56,5
I0001694,O000746,P00039,1,3742.09,5
I0001695,O000602,P00091,3,4113.48,5
I0001696,O000220,P00336,2,974.7,0
I0001697,O000440,P00375,5,274.05,10
I0001698,O000488,P00538,1,7245.25,10
I0001699,O000033,P00325,1,1909.8,5
I0001700,O000581,P00154,1,6973.72,25
I0001701,O000725,P00090,1,205.63,10
I0001702,O001212,P00542,1,7391.32,15
I0001703,O000270,P00062,5,7319.27,0
I0001704,O000266,P00279,3,3711.98,15
I0001705,O000714,P00540,5,4270.91,0
I0001706,O000877,P00339,5,5943.83,5
I0001707,O000922,P00519,4,2781.09,5
I0001708,O000284,P00306,2,4782.19,5
I0001709,O001371,P00523,3,4843.25,20
I0001710,O000865,P00348,5,216.47,25
I0001711,O000590,P00325,5,1405.2,0
I0001712,O000244,P00312,5,6545.75,25
I0001713,O000053,P00439,3,6099.33,25
I0001714,O000088,P00007,1,2802.78,5
I0001715,O001201,P00382,2,5132.83,0
I0001716,O000269,P00075,2,2134.28,25
I0001717,O000650,P00119,3,5772.6,0
I0001718,O000985,P00332,3,4456.27,0
I0001719,O000374,P00436,5,1320.81,5
I0001720,O001065,P00311,3,6597.33,10
I0001721,O001270,P00396,5,6346.1,10
I0001722,O000455,P00148,4,847.56,20
I0001723,O001318,P00452,3,1066.99,20
I0001724,O000751,P00007,2,3699.83,20
I0001725,O000590,P00172,3,2583.46,0
I0001726,O000355,P00539,2,3115.98,25
I0001727,O000390,P00109,2,6020.98,0
I0001728,O000294,P00205,5,8353.96,20
I0001729,O001279,P00008,3,5186.64,10
I0001730,O001065,P00009,1,3160.09,5
I0001731,O000418,P00502,2,3493.63,10
I0001732,O001091,P00354,1,998.78,10
I0001733,O000179,P00414,5,2051.94,0
I0001734,O000984,P00186,3,314.09,5
I0001735,O001286,P00372,5,2923.55,0
I0001736,O001170,P00389,2,2835.1,5
I0001737,O000185,P00146,5,159.03,25
I0001738,O001347,P00465,4,3529.5,20
I0001739,O000109,P00105,4,5042.22,0
I0001740,O001322,P00451,1,4351.05,0
I0001741,O000407,P00469,2,408.09,20
I0001742,O001343,P00223,5,2555.23,0
I0001743,O000373,P00030,3,6339.92,15
I0001744,O000351,P00220,4,4688.14,20
I0001745,O001347,P00438,3,3055.46,0
I0001746,O001133,P00311,2,6664.92,0
I0001747,O001338,P00171,3,2431.54,0
I0001748,O001139,P00209,3,6622.29,5
I0001749,O001002,P00428,1,3804.66,10
I0001750,O000331,P00505,2,6616.83,5
I0001751,O001170,P00254,1,4218.91,25
I0001752,O001021,P00260,5,2550.21,20
I0001753,O000916,P00120,2,245.32,25
I0001754,O000383,P00450,1,3602.97,10
I0001755,O000114,P00072,2,2381.84,20
I0001756,O001020,P00480,5,6794.89,0
I0001757,O000284,P00503,3,2021.06,15
I0001758,O000268,P00532,2,5926.81,25
I0001759,O000747,P00101,2,674.22,25
I0001760,O000386,P00056,5,4619.33,0
I0001761,O001002,P00272,5,1419.42,20
I0001762,O001032,P00477,5,821.01,15
I0001763,O000432,P00449,3,3413.36,20
I0001764,O000732,P00382,5,4235.75,20
I0001765,O000125,P00548,4,5632.79,25
I0001766,O000036,P00042,2,6311.35,5
I0001767,O001322,P00242,4,1712.39,15
I0001768,O000943,P00329,1,1626.58,25
I0001769,O001169,P00167,2,6307.51,25
I0001770,O000306,P00096,1,961.79,0
I0001771,O000190,P00357,1,2248.48,10
I0001772,O000395,P00284,5,2764.46,25
I0001773,O001181,P00202,1,4805.18,10
I0001774,O001216,P00085,2,621.57,15
I0001775,O000815,P00118,2,4077.86,0
I0001776,O000425,P00156,1,2573.31,25
I0001777,O000956,P00472,4,4304.42,0
I0001778,O001241,P00055,1,7614.16,20
I0001779,O000231,P00092,1,232.0,0
I0001780,O000086,P00133,2,6168.28,20
I0001781,O000279,P00033,4,1330.16,20
I0001782,O000510,P00542,4,6437.22,15
I0001783,O000602,P00220,1,4079.85,10
I0001784,O000427,P00390,3,5586.73,20
I0001785,O001333,P00184,4,1834.9,25
I0001786,O000213,P00309,5,2988.55,25
I0001787,O000206,P00289,2,3901.96,0
I0001788,O000288,P00405,5,2408.33,25
I0001789,O001362,P00009,5,3275.37,0
I0001790,O000588,P00154,5,5615.07,0
I0001791,O000717,P00199,3,5767.63,25
I0001792,O000440,P00068,1,6072.72,15
I0001793,O001195,P00354,2,1151.7,0
I0001794,O000930,P00100,2,1773.62,5
I0001795,O000736,P00196,4,3729.43,15
I0001796,O000629,P00376,4,245.08,0
I0001797,O000532,P00218,1,3165.86,20
I0001798,O000289,P00160,1,6192.65,0
I0001799,O000742,P00433,1,7825.67,10
I0001800,O001014,P00237,5,139.26,0
I0001801,O000175,P00063,4,824.4,25
I0001802,O000468,P00023,4,1591.83,25
I0001803,O001332,P00289,5,5498.23,0
I0001804,O000535,P00351,3,8160.46,0
I0001805,O000585,P00008,2,5037.38,0
I0001806,O001262,P00128,1,3607.03,10
I0001807,O001311,P00509,5,2074.74,10
I0001808,O000133,P00316,5,5886.8,15
I0001809,O000584,P00357,3,2367.97,0
I0001810,O000983,P00253,3,4421.37,0
I0001811,O000890,P00258,4,3376.81,0
I0001812,O001054,P00061,1,1740.83,0
I0001813,O001135,P00028,4,4227.65,10
I0001814,O000185,P00409,3,1345.63,10
I0001815,O001115,P00529,1,430.43,0
I0001816,O000220,P00376,4,190.57,0
I0001817,O000125,P00111,3,4808.08,0
I0001818,O000837,P00521,1,2420.46,0
I0001819,O000470,P00056,4,4957.02,0
I0001820,O001087,P00295,3,8446.56,10
I0001821,O000821,P00308,2,4564.77,20
I0001822,O000036,P00202,1,5102.66,0
I0001823,O001082,P00358,5,2086.14,10
I0001824,O001221,P00437,4,267.26,0
I0001825,O001150,P00210,1,3533.01,0
I0001826,O000825,P00206,5,6251.5,25
I0001827,O000896,P00451,3,5092.79,10
I0001828,O000724,P00153,1,834.3,15
I0001829,O000973,P00247,2,3776.41,0
I0001830,O000850,P00273,4,4166.63,5
I0001831,O000052,P00339,5,6777.83,25
I0001832,O000916,P00120,1,243.9,20
I0001833,O000517,P00479,1,828.24,20
I0001834,O000484,P00269,5,4367.98,15
I0001835,O001293,P00070,5,4739.34,15
I0001836,O000511,P00004,3,6702.33,20
I0001837,O000353,P00068,3,4566.94,15
I0001838,O001208,P00514,1,6890.21,25
I0001839,O001242,P00509,4,2140.51,10
I0001840,O000407,P00230,1,3218.59,10
I0001841,O000783,P00124,4,4479.44,20
I0001842,O000842,P00300,1,6161.08,0
I0001843,O000994,P00153,2,737.97,0
I0001844,O001170,P00497,4,4216.99,0
I0001845,O000895,P00179,3,1982.95,20
I0001846,O001219,P00528,5,3423.98,15
I0001847,O000914,P00117,5,7586.7,0
I0001848,O000883,P00271,2,2027.12,20
I0001849,O000439,P00143,1,2886.11,15
I0001850,O000352,P00472,5,3292.74,10
I0001851,O001354,P00057,2,7328.27,0
I0001852,O001118,P00266,1,6091.21,25
I0001853,O000757,P00086,2,201.29,25
I0001854,O001034,P00526,5,7264.1,25
I0001855,O000230,P00460,2,937.16,10
I0001856,O001032,P00023,5,1962.49,5
I0001857,O000145,P00521,1,2931.14,10
I0001858,O001096,P00267,3,4585.11,25
I0001859,O000730,P00124,4,4339.98,20
I0001860,O000902,P00239,5,5208.83,5
I0001861,O001105,P00449,1,2753.4,25
I0001862,O001107,P00027,3,5829.42,10
I0001863,O001366,P00328,4,677.39,25
I0001864,O000779,P00185,2,1484.59,5
I0001865,O001328,P00413,1,148.3,0
I0001866,O001382,P00524,4,8015.32,5
I0001867,O001374,P00170,5,2295.88,15
I0001868,O000804,P00155,4,217.72,20
I0001869,O000548,P00489,1,837.08,5
I0001870,O000530,P00235,1,7711.76,0
I0001871,O000727,P00434,1,5364.56,10
I0001872,O000999,P00255,2,2696.88,25
I0001873,O000773,P00230,3,3075.9,25
I0001874,O001349,P00472,5,4175.21,10
I0001875,O001311,P00187,3,5791.23,15
I0001876,O001249,P00432,3,4264.71,15
I0001877,O001253,P00255,3,2868.31,5
I0001878,O000640,P00464,5,3507.36,10
I0001879,O001149,P00012,2,4356.32,10
I0001880,O000729,P00146,2,163.41,0
I0001881,O001112,P00417,3,4278.61,0
I0001882,O000455,P00515,5,778.56,10
I0001883,O000467,P00546,5,5477.52,10
I0001884,O000810,P00141,3,5960.42,25
I0001885,O001233,P00540,4,4579.48,10
I0001886,O000130,P00023,5,1561.33,0
I0001887,O001202,P00220,1,4594.1,20
I0001888,O001355,P00255,3,3253.44,15
I0001889,O000835,P00168,2,3796.26,0
I0001890,O000001,P00487,4,5706.91,0
I0001891,O000658,P00045,3,5206.36,0
I0001892,O000045,P00411,3,7821.76,5
I0001893,O001015,P00286,3,1431.68,0
I0001894,O000652,P00100,4,2218.67,25
I0001895,O000561,P00198,3,3352.38,15
I0001896,O000130,P00427,4,2505.1,20
I0001897,O001057,P00496,1,5648.44,5
I0001898,O001109,P00043,5,948.87,20
I0001899,O000946,P00003,4,6223.79,0
I0001900,O000164,P00100,3,2045.02,10
I0001901,O000464,P00530,1,1970.56,15
I0001902,O001284,P00190,4,5859.54,5
I0001903,O001359,P00433,5,7598.63,25
I0001904,O000811,P00255,5,3183.76,15
I0001905,O001038,P00451,3,4196.64,5
I0001906,O000697,P00093,3,4217.71,5
I0001907,O000255,P00051,1,2464.75,20
I0001908,O000979,P00185,1,1734.35,0
